date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-03-30 06:00:00,1.1,45.63,5.1,350.0,0.0,0.0,0.0
2018-03-30 07:00:00,0.6,49.42,5.7,350.0,3.5,7.0,3.5
2018-03-30 08:00:00,0.6,48.36,5.95,350.0,51.5,1.0,51.5
2018-03-30 09:00:00,1.1,45.63,4.6,330.0,153.0,56.5,132.5
2018-03-30 10:00:00,2.8,44.48,5.1,340.0,342.0,247.5,214.5
2018-03-30 11:00:00,2.8,42.44,4.85,340.0,352.0,100.0,288.0
2018-03-30 12:00:00,3.3,39.0,3.6,310.0,507.0,226.0,339.0
2018-03-30 13:00:00,5.0,34.61,4.1,350.0,628.5,366.0,343.5
2018-03-30 14:00:00,5.85,33.37,3.85,340.0,683.0,520.0,281.0
2018-03-30 15:00:00,6.7,30.76,3.6,320.0,623.5,511.0,255.5
2018-03-30 16:00:00,7.8,28.53,3.6,280.0,525.0,521.0,203.5
2018-03-30 17:00:00,7.8,29.17,2.55,280.0,398.0,540.0,142.5
2018-03-30 18:00:00,7.8,29.81,2.6,270.0,271.0,633.0,73.5
2018-03-30 19:00:00,6.1,32.06,0.0,103.85,64.0,214.5,37.5
2018-03-30 20:00:00,5.0,44.76,2.05,170.0,1.5,11.5,2.0
2018-03-30 21:00:00,2.8,62.11,3.6,180.0,0.0,0.0,0.0
2018-03-30 22:00:00,2.8,64.78,3.6,170.0,0.0,0.0,0.0
2018-03-30 23:00:00,2.5,66.2,3.6,175.0,0.0,0.0,0.0
2018-03-31 00:00:00,1.1,73.16,3.1,180.0,0.0,0.0,0.0
2018-03-31 01:00:00,0.6,72.72,2.6,200.0,0.0,0.0,0.0
2018-03-31 02:00:00,0.3,72.45,2.85,195.0,0.0,0.0,0.0
2018-03-31 03:00:00,-0.6,69.08,3.1,190.0,0.0,0.0,0.0
2018-03-31 04:00:00,0.0,65.74,2.6,190.0,0.0,0.0,0.0
2018-03-31 05:00:00,-0.3,65.68,2.6,195.0,0.0,0.0,0.0
2018-03-31 06:00:00,-0.6,69.08,2.6,190.0,0.0,0.0,0.0
2018-03-31 07:00:00,0.6,66.24,3.1,180.0,5.5,33.0,4.5
2018-03-31 08:00:00,1.95,66.0,4.4,180.0,89.0,309.5,38.0
2018-03-31 09:00:00,6.1,59.25,5.1,200.0,208.5,216.0,135.5
2018-03-31 10:00:00,7.8,54.96,7.7,200.0,282.0,113.5,223.0
2018-03-31 11:00:00,8.35,54.27,8.5,200.0,331.0,93.0,272.0
2018-03-31 12:00:00,8.9,53.59,9.3,190.0,228.0,14.5,217.0
2018-03-31 13:00:00,8.3,65.4,10.8,210.0,144.5,2.5,142.5
2018-03-31 14:00:00,8.05,69.28,9.8,205.0,107.5,1.5,106.0
2018-03-31 15:00:00,8.3,76.41,10.8,210.0,69.5,0.5,69.0
2018-03-31 16:00:00,8.9,76.51,10.8,210.0,58.5,0.0,58.5
2018-03-31 17:00:00,9.15,75.24,10.55,210.0,31.5,0.0,31.5
2018-03-31 18:00:00,10.0,71.05,10.8,220.0,26.5,0.0,26.5
2018-03-31 19:00:00,10.6,68.25,7.7,230.0,15.0,25.0,10.5
2018-03-31 20:00:00,10.0,72.69,6.95,250.0,0.5,0.5,0.5
2018-03-31 21:00:00,7.8,65.28,8.2,290.0,0.0,0.0,0.0
2018-03-31 22:00:00,3.9,65.72,8.8,310.0,0.0,0.0,0.0
2018-03-31 23:00:00,2.53,63.46,9.3,323.33,0.0,0.0,0.0
2018-04-01 00:00:00,1.7,61.2,8.8,310.0,0.0,0.0,0.0
2018-04-01 01:00:00,0.85,57.27,5.4,315.0,0.0,0.0,0.0
2018-04-01 02:00:00,0.0,60.06,3.35,310.0,0.0,0.0,0.0
2018-04-01 03:00:00,-0.6,62.85,2.6,280.0,0.0,0.0,0.0
2018-04-01 04:00:00,-0.6,62.85,3.1,280.0,0.0,0.0,0.0
2018-04-01 05:00:00,-0.6,61.27,3.1,285.0,0.0,0.0,0.0
2018-04-01 06:00:00,-1.7,65.39,2.6,300.0,0.0,0.0,0.0
2018-04-01 07:00:00,-1.1,62.2,2.6,310.0,7.0,8.0,6.5
2018-04-01 08:00:00,-0.85,62.53,2.85,310.0,95.5,163.0,64.5
2018-04-01 09:00:00,0.6,52.07,3.6,310.0,249.0,341.0,123.5
2018-04-01 10:00:00,1.1,47.67,5.7,290.0,442.5,544.0,150.5
2018-04-01 11:00:00,1.95,43.0,4.15,285.0,701.0,898.5,113.0
2018-04-01 12:00:00,3.9,33.93,5.7,250.0,811.0,928.0,120.0
2018-04-01 13:00:00,5.0,34.61,6.2,270.0,710.0,549.0,277.5
2018-04-01 14:00:00,5.3,33.05,6.7,265.0,693.5,527.5,281.0
2018-04-01 15:00:00,5.0,32.83,6.2,260.0,590.0,400.5,298.5
2018-04-01 16:00:00,5.0,31.42,6.7,280.0,369.5,143.0,281.0
2018-04-01 17:00:00,4.7,31.24,5.65,265.0,186.5,35.0,169.0
2018-04-01 18:00:00,3.9,32.18,4.1,270.0,99.0,9.0,96.0
2018-04-01 19:00:00,3.3,33.57,4.6,250.0,35.5,0.0,35.5
2018-04-01 20:00:00,3.05,34.17,4.1,265.0,1.5,2.0,1.5
2018-04-01 21:00:00,2.2,34.41,3.6,300.0,0.0,0.0,0.0
2018-04-01 22:00:00,1.7,35.66,3.6,300.0,0.0,0.0,0.0
2018-04-01 23:00:00,1.15,36.29,3.6,300.0,0.0,0.0,0.0
2018-04-02 00:00:00,-0.6,42.36,3.6,320.0,0.0,0.0,0.0
2018-04-02 01:00:00,-1.7,44.39,4.6,310.0,0.0,0.0,0.0
2018-04-02 02:00:00,-2.25,46.53,4.6,315.0,0.0,0.0,0.0
2018-04-02 03:00:00,-3.3,48.1,3.6,330.0,0.0,0.0,0.0
2018-04-02 04:00:00,-3.3,45.99,1.5,330.0,0.0,0.0,0.0
2018-04-02 05:00:00,-3.6,48.3,0.75,330.0,0.0,0.0,0.0
2018-04-02 06:00:00,-4.4,55.72,1.5,280.0,0.0,0.0,0.0
2018-04-02 07:00:00,-3.9,55.85,1.5,300.0,9.0,19.0,8.0
2018-04-02 08:00:00,-2.8,52.4,1.8,300.0,143.0,421.0,61.5
2018-04-02 09:00:00,-0.6,44.69,0.0,0.0,348.0,705.5,88.5
2018-04-02 10:00:00,1.7,39.67,2.1,200.0,545.5,838.0,102.5
2018-04-02 11:00:00,1.95,37.98,2.1,200.0,701.5,886.0,117.5
2018-04-02 12:00:00,3.3,35.4,3.1,140.0,727.5,702.0,202.5
2018-04-02 13:00:00,5.0,32.83,2.6,180.0,719.0,558.0,277.0
2018-04-02 14:00:00,5.0,33.72,3.85,180.0,683.0,488.0,299.0
2018-04-02 15:00:00,4.4,36.09,4.1,160.0,580.5,365.5,314.5
2018-04-02 16:00:00,4.4,36.09,3.6,180.0,461.0,303.0,269.0
2018-04-02 17:00:00,4.4,36.09,3.35,175.0,365.5,383.0,179.5
2018-04-02 18:00:00,4.4,36.09,2.6,130.0,129.0,52.0,110.0
2018-04-02 19:00:00,3.9,37.38,2.6,110.0,48.0,32.0,43.0
2018-04-02 20:00:00,3.6,39.06,2.85,115.0,1.5,2.0,1.5
2018-04-02 21:00:00,3.3,39.0,2.6,110.0,0.0,0.0,0.0
2018-04-02 22:00:00,2.8,40.4,1.5,130.0,0.0,0.0,0.0
2018-04-02 23:00:00,2.5,41.29,1.8,115.0,0.0,0.0,0.0
2018-04-03 00:00:00,1.7,61.2,2.6,100.0,0.0,0.0,0.0
2018-04-03 01:00:00,2.2,59.05,3.1,80.0,0.0,0.0,0.0
2018-04-03 02:00:00,2.2,59.05,3.1,86.67,0.0,0.0,0.0
2018-04-03 03:00:00,2.2,64.82,3.6,70.0,0.0,0.0,0.0
2018-04-03 04:00:00,2.8,62.11,4.1,60.0,0.0,0.0,0.0
2018-04-03 05:00:00,2.8,62.11,3.1,80.0,0.0,0.0,0.0
2018-04-03 06:00:00,2.8,62.11,3.1,80.0,0.0,0.0,0.0
2018-04-03 07:00:00,2.8,64.78,3.6,70.0,2.0,0.0,2.0
2018-04-03 08:00:00,2.8,69.73,3.77,73.33,10.0,0.0,10.0
2018-04-03 09:00:00,3.3,72.07,3.35,50.0,41.0,0.0,41.0
2018-04-03 10:00:00,4.4,69.52,6.2,60.0,110.5,3.5,109.0
2018-04-03 11:00:00,5.0,66.73,5.4,70.0,188.0,9.0,182.0
2018-04-03 12:00:00,5.0,70.05,3.6,70.0,146.0,3.5,143.5
2018-04-03 13:00:00,4.4,79.1,4.35,80.0,81.5,0.0,81.5
2018-04-03 14:00:00,4.32,82.35,4.5,82.0,117.0,1.0,116.0
2018-04-03 15:00:00,3.95,88.65,3.85,90.0,56.0,0.0,56.0
2018-04-03 16:00:00,4.15,85.59,4.1,80.0,55.5,0.0,55.5
2018-04-03 17:00:00,3.98,87.12,4.7,76.67,29.5,0.0,29.5
2018-04-03 18:00:00,3.97,86.78,4.27,70.0,21.5,0.0,21.5
2018-04-03 19:00:00,3.9,88.65,4.27,30.0,6.5,0.0,6.5
2018-04-03 20:00:00,4.1,88.99,3.77,23.33,0.5,0.0,0.5
2018-04-03 21:00:00,4.07,89.33,4.6,140.0,0.0,0.0,0.0
2018-04-03 22:00:00,4.4,89.33,3.85,195.0,0.0,0.0,0.0
2018-04-03 23:00:00,4.15,88.99,3.1,205.0,0.0,0.0,0.0
2018-04-04 00:00:00,3.5,89.23,3.77,313.33,0.0,0.0,0.0
2018-04-04 01:00:00,3.2,89.23,3.93,276.67,0.0,0.0,0.0
2018-04-04 02:00:00,3.3,87.35,6.1,258.33,0.0,0.0,0.0
2018-04-04 03:00:00,3.05,82.44,7.95,250.0,0.0,0.0,0.0
2018-04-04 04:00:00,3.3,82.44,9.25,240.0,0.0,0.0,0.0
2018-04-04 05:00:00,3.3,78.78,8.57,240.0,0.0,0.0,0.0
2018-04-04 06:00:00,2.2,77.93,11.8,250.0,0.0,0.0,0.0
2018-04-04 07:00:00,2.6,68.13,10.63,250.0,7.0,2.0,7.0
2018-04-04 08:00:00,2.25,67.65,10.05,260.0,70.0,41.0,61.5
2018-04-04 09:00:00,1.44,73.16,11.86,272.0,143.0,45.5,126.0
2018-04-04 10:00:00,0.48,72.72,8.98,284.0,243.0,138.0,171.0
2018-04-04 11:00:00,1.3,67.16,11.53,280.0,485.0,345.5,255.5
2018-04-04 12:00:00,2.8,51.07,13.9,280.0,733.5,683.0,215.0
2018-04-04 13:00:00,1.7,52.91,11.8,270.0,581.5,307.0,336.0
2018-04-04 14:00:00,1.4,51.57,11.55,275.0,439.0,144.0,325.0
2018-04-04 15:00:00,0.6,59.79,10.3,280.0,437.5,152.0,325.0
2018-04-04 16:00:00,1.1,52.45,9.8,290.0,431.5,267.0,263.0
2018-04-04 17:00:00,0.85,49.88,9.8,285.0,322.0,306.0,165.0
2018-04-04 18:00:00,-0.6,54.24,12.4,270.0,116.0,45.0,102.5
2018-04-04 19:00:00,-0.6,49.25,9.3,280.0,47.5,47.0,40.0
2018-04-04 20:00:00,-0.6,44.88,9.3,285.0,1.5,1.0,1.5
2018-04-04 21:00:00,-1.1,42.23,7.2,280.0,0.0,0.0,0.0
2018-04-04 22:00:00,-1.1,44.16,7.2,280.0,0.0,0.0,0.0
2018-04-04 23:00:00,-1.4,47.9,6.45,280.0,0.0,0.0,0.0
2018-04-05 00:00:00,-2.2,53.84,3.1,270.0,0.0,0.0,0.0
2018-04-05 01:00:00,-2.2,53.84,2.6,270.0,0.0,0.0,0.0
2018-04-05 02:00:00,-1.95,53.9,2.6,270.0,0.0,0.0,0.0
2018-04-05 03:00:00,-1.7,56.88,2.6,230.0,0.0,0.0,0.0
2018-04-05 04:00:00,-1.7,59.42,4.1,230.0,0.0,0.0,0.0
2018-04-05 05:00:00,-1.7,62.41,4.1,230.0,0.0,0.0,0.0
2018-04-05 06:00:00,-2.2,68.18,4.1,250.0,0.0,0.0,0.0
2018-04-05 07:00:00,-1.7,65.39,4.1,230.0,13.0,41.5,10.5
2018-04-05 08:00:00,-1.15,62.53,4.6,250.0,158.5,475.0,59.0
2018-04-05 09:00:00,0.0,44.85,7.2,280.0,291.0,471.0,114.5
2018-04-05 10:00:00,1.7,35.66,4.6,250.0,552.5,826.5,102.5
2018-04-05 11:00:00,1.95,35.04,4.85,270.0,725.0,913.0,110.5
2018-04-05 12:00:00,3.3,35.4,5.7,260.0,838.0,949.0,114.5
2018-04-05 13:00:00,4.4,32.76,6.2,260.0,889.5,958.0,118.5
2018-04-05 14:00:00,4.7,32.8,5.4,250.0,872.0,937.5,124.5
2018-04-05 15:00:00,6.1,32.06,5.7,220.0,792.0,899.5,125.0
2018-04-05 16:00:00,6.7,32.14,7.2,240.0,588.0,651.5,169.0
2018-04-05 17:00:00,6.4,31.28,7.7,245.0,389.0,440.0,167.5
2018-04-05 18:00:00,5.6,31.49,5.7,230.0,153.0,94.0,120.0
2018-04-05 19:00:00,5.0,36.16,5.1,220.0,32.5,3.0,32.0
2018-04-05 20:00:00,4.7,38.82,4.85,215.0,2.0,3.5,2.0
2018-04-05 21:00:00,3.3,49.29,4.6,210.0,0.0,0.0,0.0
2018-04-05 22:00:00,3.3,51.89,4.1,230.0,0.0,0.0,0.0
2018-04-05 23:00:00,3.3,53.25,5.15,230.0,0.0,0.0,0.0
2018-04-06 00:00:00,2.8,62.11,6.2,210.0,0.0,0.0,0.0
2018-04-06 01:00:00,2.8,68.13,3.1,210.0,0.0,0.0,0.0
2018-04-06 02:00:00,2.24,76.15,3.4,202.0,0.0,0.0,0.0
2018-04-06 03:00:00,0.73,91.12,2.08,185.0,0.0,0.0,0.0
2018-04-06 04:00:00,0.6,91.12,2.6,165.0,0.0,0.0,0.0
2018-04-06 05:00:00,0.6,91.12,2.43,163.33,0.0,0.0,0.0
2018-04-06 06:00:00,0.85,84.32,2.85,195.0,0.0,0.0,0.0
2018-04-06 07:00:00,1.3,84.18,4.8,213.33,7.0,0.0,7.0
2018-04-06 08:00:00,1.97,84.77,5.3,236.67,58.0,1.0,57.5
2018-04-06 09:00:00,3.35,81.93,6.95,260.0,129.5,27.0,119.5
2018-04-06 10:00:00,4.7,70.05,7.45,260.0,254.5,77.0,210.5
2018-04-06 11:00:00,5.0,65.45,7.95,265.0,406.0,156.0,301.5
2018-04-06 12:00:00,6.7,51.87,11.3,240.0,428.5,110.5,343.0
2018-04-06 13:00:00,6.1,44.9,8.2,250.0,477.0,124.0,376.5
2018-04-06 14:00:00,6.1,43.78,9.5,255.0,289.5,21.5,272.0
2018-04-06 15:00:00,3.9,47.25,8.8,300.0,135.5,3.0,133.0
2018-04-06 16:00:00,3.3,56.98,10.3,290.0,185.5,12.5,177.5
2018-04-06 17:00:00,2.75,56.54,9.8,290.0,221.0,70.0,184.5
2018-04-06 18:00:00,1.7,39.67,7.7,300.0,145.5,102.0,107.5
2018-04-06 19:00:00,0.6,38.6,9.8,290.0,31.5,20.0,29.5
2018-04-06 20:00:00,0.3,38.58,9.55,305.0,2.5,7.5,2.5
2018-04-06 21:00:00,-1.7,62.61,5.1,300.0,0.0,0.0,0.0
2018-04-06 22:00:00,-1.7,51.63,4.6,310.0,0.0,0.0,0.0
2018-04-06 23:00:00,-1.95,53.95,4.35,305.0,0.0,0.0,0.0
2018-04-07 00:00:00,-2.8,62.37,4.1,290.0,0.0,0.0,0.0
2018-04-07 01:00:00,-2.8,62.37,3.6,270.0,0.0,0.0,0.0
2018-04-07 02:00:00,-3.05,62.04,3.6,275.0,0.0,0.0,0.0
2018-04-07 03:00:00,-4.4,64.82,2.6,270.0,0.0,0.0,0.0
2018-04-07 04:00:00,-4.4,64.82,3.6,270.0,0.0,0.0,0.0
2018-04-07 05:00:00,-4.4,64.82,3.35,275.0,0.0,0.0,0.0
2018-04-07 06:00:00,-5.6,68.1,2.1,290.0,0.0,0.0,0.0
2018-04-07 07:00:00,-3.9,58.91,3.1,290.0,16.5,68.5,12.5
2018-04-07 08:00:00,-3.35,54.9,3.35,305.0,179.0,574.5,55.5
2018-04-07 09:00:00,-1.1,40.01,2.1,316.67,388.0,794.0,76.5
2018-04-07 10:00:00,-0.6,36.7,2.6,267.69,577.5,871.5,96.5
2018-04-07 11:00:00,0.0,35.84,2.35,310.0,727.0,878.0,128.5
2018-04-07 12:00:00,2.8,32.97,3.6,250.0,839.5,914.0,135.0
2018-04-07 13:00:00,3.3,31.82,7.7,240.0,893.5,933.0,135.5
2018-04-07 14:00:00,3.3,31.82,6.4,250.0,776.5,673.5,233.0
2018-04-07 15:00:00,3.3,31.82,6.7,250.0,617.5,422.0,301.5
2018-04-07 16:00:00,2.8,32.97,4.6,260.0,365.5,154.0,264.5
2018-04-07 17:00:00,3.05,34.19,5.4,270.0,243.5,117.5,184.5
2018-04-07 18:00:00,1.7,37.62,4.1,300.0,148.5,74.0,121.0
2018-04-07 19:00:00,1.1,37.23,5.1,310.0,41.0,2.5,40.5
2018-04-07 20:00:00,0.25,40.96,5.65,310.0,1.5,2.0,1.5
2018-04-07 21:00:00,-1.7,48.96,5.7,310.0,0.0,0.0,0.0
2018-04-07 22:00:00,-2.2,48.4,4.1,310.0,0.0,0.0,0.0
2018-04-07 23:00:00,-2.75,50.74,3.6,305.0,0.0,0.0,0.0
2018-04-08 00:00:00,-3.9,55.85,2.1,300.0,0.0,0.0,0.0
2018-04-08 01:00:00,-3.3,48.1,3.6,320.0,0.0,0.0,0.0
2018-04-08 02:00:00,-3.05,46.1,4.35,335.0,0.0,0.0,0.0
2018-04-08 03:00:00,-3.3,48.1,4.1,350.0,0.0,0.0,0.0
2018-04-08 04:00:00,-5.0,53.13,3.1,310.0,0.0,0.0,0.0
2018-04-08 05:00:00,-5.3,54.53,3.1,315.0,0.0,0.0,0.0
2018-04-08 06:00:00,-5.6,55.93,1.5,320.0,0.0,0.0,0.0
2018-04-08 07:00:00,-4.4,52.8,1.5,310.0,16.5,52.0,13.0
2018-04-08 08:00:00,-3.85,52.94,2.05,310.0,179.0,528.5,61.5
2018-04-08 09:00:00,-1.1,40.01,2.1,270.0,384.0,746.0,87.5
2018-04-08 10:00:00,0.0,34.93,0.0,195.83,577.0,844.5,106.5
2018-04-08 11:00:00,0.3,34.95,0.0,289.17,736.5,902.5,117.0
2018-04-08 12:00:00,2.8,32.97,2.1,260.0,805.5,828.5,164.5
2018-04-08 13:00:00,3.3,31.82,3.6,300.0,749.0,580.5,275.5
2018-04-08 14:00:00,3.05,30.85,3.35,295.0,609.0,306.5,361.5
2018-04-08 15:00:00,3.3,28.84,3.1,280.0,547.0,292.5,327.5
2018-04-08 16:00:00,5.0,27.01,4.1,290.0,480.5,344.0,259.0
2018-04-08 17:00:00,5.3,25.24,3.6,310.0,414.5,508.5,156.5
2018-04-08 18:00:00,3.9,35.46,3.6,140.0,314.5,673.0,84.5
2018-04-08 19:00:00,2.2,40.0,2.6,110.0,100.5,284.5,53.0
2018-04-08 20:00:00,1.95,41.85,2.85,115.0,5.5,26.5,5.0
2018-04-08 21:00:00,0.6,52.07,2.1,110.0,0.0,0.0,0.0
2018-04-08 22:00:00,1.1,52.45,2.6,110.0,0.0,0.0,0.0
2018-04-08 23:00:00,1.1,52.45,2.35,100.0,0.0,0.0,0.0
2018-04-09 00:00:00,0.6,52.07,3.1,70.0,0.0,0.0,0.0
2018-04-09 01:00:00,0.6,57.27,2.6,50.0,0.0,0.0,0.0
2018-04-09 02:00:00,0.6,57.27,1.3,50.0,0.0,0.0,0.0
2018-04-09 03:00:00,0.0,56.79,2.6,90.0,0.0,0.0,0.0
2018-04-09 04:00:00,0.0,59.82,3.1,110.0,0.0,0.0,0.0
2018-04-09 05:00:00,0.0,59.82,3.1,105.0,0.0,0.0,0.0
2018-04-09 06:00:00,0.0,59.82,2.6,100.0,0.0,0.0,0.0
2018-04-09 07:00:00,0.0,62.44,2.6,100.0,7.0,0.0,7.0
2018-04-09 08:00:00,0.3,61.12,3.6,110.0,48.5,0.0,48.5
2018-04-09 09:00:00,1.1,60.71,2.1,109.23,125.0,7.5,122.0
2018-04-09 10:00:00,0.73,69.12,2.43,100.0,194.0,11.0,187.5
2018-04-09 11:00:00,0.98,67.89,2.33,122.5,289.5,32.0,267.5
2018-04-09 12:00:00,1.1,66.67,0.5,150.0,306.0,24.0,287.5
2018-04-09 13:00:00,1.85,76.83,0.75,190.0,428.0,71.5,369.5
2018-04-09 14:00:00,1.98,70.81,1.42,93.33,347.5,35.5,318.5
2018-04-09 15:00:00,3.6,50.54,2.35,127.5,508.0,299.0,284.5
2018-04-09 16:00:00,2.1,61.61,1.8,170.0,129.5,13.5,120.5
2018-04-09 17:00:00,1.13,74.52,1.4,140.0,99.0,1.0,98.5
2018-04-09 18:00:00,1.1,80.22,2.93,136.67,125.0,100.0,90.5
2018-04-09 19:00:00,1.1,73.16,3.1,160.0,57.5,117.5,42.5
2018-04-09 20:00:00,0.85,72.94,2.6,160.0,4.0,10.5,4.0
2018-04-09 21:00:00,0.0,72.19,2.1,200.0,0.0,0.0,0.0
2018-04-09 22:00:00,0.6,72.72,2.6,180.0,0.0,0.0,0.0
2018-04-09 23:00:00,0.0,74.29,1.3,180.0,0.0,0.0,0.0
2018-04-10 00:00:00,0.6,69.12,1.8,195.0,0.0,0.0,0.0
2018-04-10 01:00:00,0.0,75.86,2.1,186.67,0.0,0.0,0.0
2018-04-10 02:00:00,-0.6,79.55,2.1,216.67,0.0,0.0,0.0
2018-04-10 03:00:00,0.0,83.31,1.9,303.33,0.0,0.0,0.0
2018-04-10 04:00:00,0.8,79.76,1.5,280.0,0.0,0.0,0.0
2018-04-10 05:00:00,0.6,77.8,1.8,280.0,0.0,0.0,0.0
2018-04-10 06:00:00,-0.4,79.8,2.6,276.67,0.0,0.0,0.0
2018-04-10 07:00:00,0.0,75.95,3.1,270.0,26.5,99.5,19.0
2018-04-10 08:00:00,0.3,72.53,3.35,270.0,180.5,473.5,71.5
2018-04-10 09:00:00,2.2,61.61,3.1,290.0,383.0,698.0,98.5
2018-04-10 10:00:00,3.9,49.74,1.5,297.69,575.5,816.0,113.0
2018-04-10 11:00:00,4.75,44.96,1.5,280.0,734.0,880.0,122.5
2018-04-10 12:00:00,6.1,38.82,1.5,290.0,658.5,497.0,272.5
2018-04-10 13:00:00,5.6,38.16,2.1,265.38,474.5,140.0,359.0
2018-04-10 14:00:00,6.15,36.76,2.35,240.0,408.0,115.5,314.0
2018-04-10 15:00:00,7.8,34.54,6.2,220.0,493.0,227.0,319.5
2018-04-10 16:00:00,7.2,34.17,5.7,260.0,411.0,194.5,282.5
2018-04-10 17:00:00,7.2,34.17,5.7,255.0,179.5,42.5,157.5
2018-04-10 18:00:00,6.7,33.86,5.1,240.0,210.5,251.5,124.5
2018-04-10 19:00:00,5.6,38.16,5.7,230.0,96.5,237.5,56.5
2018-04-10 20:00:00,5.0,41.89,5.4,220.0,5.0,8.0,5.0
2018-04-10 21:00:00,3.3,51.89,5.1,210.0,0.0,0.0,0.0
2018-04-10 22:00:00,2.2,56.11,3.6,200.0,0.0,0.0,0.0
2018-04-10 23:00:00,1.95,57.13,4.1,205.0,0.0,0.0,0.0
2018-04-11 00:00:00,2.2,56.11,5.1,220.0,0.0,0.0,0.0
2018-04-11 01:00:00,1.7,58.15,4.1,230.0,0.0,0.0,0.0
2018-04-11 02:00:00,1.95,57.13,4.6,225.0,0.0,0.0,0.0
2018-04-11 03:00:00,2.8,53.76,5.7,230.0,0.0,0.0,0.0
2018-04-11 04:00:00,2.8,56.58,5.1,220.0,0.0,0.0,0.0
2018-04-11 05:00:00,2.8,56.58,5.65,215.0,0.0,0.0,0.0
2018-04-11 06:00:00,2.8,56.58,5.1,210.0,0.0,0.0,0.0
2018-04-11 07:00:00,2.8,59.04,6.7,210.0,2.5,0.0,2.5
2018-04-11 08:00:00,2.87,68.13,5.3,210.0,13.0,0.0,13.0
2018-04-11 09:00:00,3.3,65.76,6.2,200.0,37.5,0.0,37.5
2018-04-11 10:00:00,5.0,58.35,6.7,210.0,112.0,2.5,110.5
2018-04-11 11:00:00,8.3,48.48,8.8,220.0,400.5,122.5,313.5
2018-04-11 12:00:00,10.6,45.5,9.8,220.0,687.0,497.5,293.5
2018-04-11 13:00:00,11.1,48.3,7.2,230.0,624.0,341.0,342.0
2018-04-11 14:00:00,11.7,46.42,7.2,250.0,404.5,73.5,344.0
2018-04-11 15:00:00,11.7,48.12,3.6,280.0,186.0,10.5,177.5
2018-04-11 16:00:00,12.8,46.73,4.6,290.0,155.5,25.0,140.0
2018-04-11 17:00:00,13.6,45.19,4.35,300.0,325.5,237.5,206.0
2018-04-11 18:00:00,13.9,43.5,2.1,300.0,254.0,367.0,126.0
2018-04-11 19:00:00,13.3,40.01,3.1,300.0,91.5,164.5,59.5
2018-04-11 20:00:00,12.75,39.63,2.85,310.0,5.0,6.5,5.0
2018-04-11 21:00:00,11.7,46.42,0.0,82.31,0.0,0.0,0.0
2018-04-11 22:00:00,9.4,63.36,3.6,110.0,0.0,0.0,0.0
2018-04-11 23:00:00,8.6,61.84,4.1,85.0,0.0,0.0,0.0
2018-04-12 00:00:00,7.2,68.02,1.5,90.0,0.0,0.0,0.0
2018-04-12 01:00:00,7.2,65.15,2.1,70.0,0.0,0.0,0.0
2018-04-12 02:00:00,6.95,66.29,1.8,75.0,0.0,0.0,0.0
2018-04-12 03:00:00,6.7,67.42,0.0,51.54,0.0,0.0,0.0
2018-04-12 04:00:00,5.6,78.72,1.5,120.0,0.0,0.0,0.0
2018-04-12 05:00:00,5.6,80.44,2.23,146.67,0.0,0.0,0.0
2018-04-12 06:00:00,6.7,85.24,3.1,160.0,0.0,0.0,0.0
2018-04-12 07:00:00,8.3,83.08,4.1,150.0,14.0,5.5,13.5
2018-04-12 08:00:00,9.15,78.58,4.9,160.0,88.0,61.0,72.5
2018-04-12 09:00:00,11.7,68.48,6.7,180.0,231.0,188.5,156.5
2018-04-12 10:00:00,14.4,50.99,9.3,220.0,314.0,196.0,206.0
2018-04-12 11:00:00,15.55,49.41,9.8,225.0,405.5,158.5,294.0
2018-04-12 12:00:00,20.6,40.43,11.8,240.0,740.5,672.0,207.0
2018-04-12 13:00:00,21.7,39.73,12.9,240.0,844.5,815.5,166.5
2018-04-12 14:00:00,22.8,35.66,11.85,245.0,835.0,813.5,166.0
2018-04-12 15:00:00,23.9,35.66,11.3,270.0,721.5,667.0,208.5
2018-04-12 16:00:00,23.3,35.49,8.8,250.0,451.0,248.0,283.5
2018-04-12 17:00:00,23.05,36.8,8.0,250.0,245.0,67.0,210.0
2018-04-12 18:00:00,21.7,36.26,6.2,290.0,163.0,117.0,124.0
2018-04-12 19:00:00,19.4,41.79,4.1,300.0,78.0,99.0,59.5
2018-04-12 20:00:00,18.05,45.65,3.35,315.0,5.0,6.0,5.0
2018-04-12 21:00:00,16.1,51.45,3.1,360.0,0.0,0.0,0.0
2018-04-12 22:00:00,15.0,55.21,3.6,20.0,0.0,0.0,0.0
2018-04-12 23:00:00,14.7,56.3,3.1,25.0,0.0,0.0,0.0
2018-04-13 00:00:00,8.3,70.71,5.1,80.0,0.0,0.0,0.0
2018-04-13 01:00:00,7.2,73.57,5.1,60.0,0.0,0.0,0.0
2018-04-13 02:00:00,6.95,73.26,4.35,65.0,0.0,0.0,0.0
2018-04-13 03:00:00,6.1,67.78,3.1,80.0,0.0,0.0,0.0
2018-04-13 04:00:00,5.0,70.05,5.7,40.0,0.0,0.0,0.0
2018-04-13 05:00:00,4.7,71.55,5.4,45.0,0.0,0.0,0.0
2018-04-13 06:00:00,4.4,73.05,5.1,50.0,0.0,0.0,0.0
