date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-01-01 01:00:00,-16.7,59.13,0.0,97.69,0.0,0.0,0.0
2018-01-01 02:00:00,-16.7,62.47,0.0,54.62,0.0,0.0,0.0
2018-01-01 03:00:00,-16.7,73.16,0.0,229.23,0.0,0.0,0.0
2018-01-01 04:00:00,-15.6,66.04,1.5,260.0,0.0,0.0,0.0
2018-01-01 05:00:00,-15.3,69.75,1.8,270.0,0.0,0.0,0.0
2018-01-01 06:00:00,-16.7,81.27,1.5,220.0,0.0,0.0,0.0
2018-01-01 07:00:00,-14.4,80.81,2.6,260.0,0.0,0.0,0.0
2018-01-01 08:00:00,-14.7,81.15,2.6,260.0,0.0,0.0,0.0
2018-01-01 09:00:00,-13.3,69.73,4.1,290.0,14.0,47.5,11.5
2018-01-01 10:00:00,-13.3,65.91,7.2,280.0,100.0,218.0,61.0
2018-01-01 11:00:00,-12.75,61.4,7.45,285.0,209.0,383.5,95.5
2018-01-01 12:00:00,-12.2,56.9,7.2,300.0,295.0,486.5,114.0
2018-01-01 13:00:00,-11.1,54.03,7.7,290.0,402.5,781.0,77.5
2018-01-01 14:00:00,-11.1,52.79,7.45,290.0,405.0,812.0,72.0
2018-01-01 15:00:00,-11.1,51.54,5.1,300.0,365.5,839.0,65.0
2018-01-01 16:00:00,-10.6,49.29,5.7,280.0,222.5,599.0,62.0
2018-01-01 17:00:00,-11.15,51.84,5.7,280.0,89.0,320.0,43.0
2018-01-01 18:00:00,-12.2,56.9,4.6,300.0,6.5,38.0,5.5
2018-01-01 19:00:00,-11.85,57.02,3.85,295.0,0.0,0.0,0.0
2018-01-01 20:00:00,-11.7,58.68,3.6,280.0,0.0,0.0,0.0
2018-01-01 21:00:00,-11.7,60.33,5.1,300.0,0.0,0.0,0.0
2018-01-01 22:00:00,-11.7,60.33,3.6,280.0,0.0,0.0,0.0
2018-01-01 23:00:00,-11.7,61.78,4.65,285.0,0.0,0.0,0.0
2018-01-02 00:00:00,-11.1,63.36,4.1,300.0,0.0,0.0,0.0
2018-01-02 01:00:00,-11.1,66.37,2.6,280.0,0.0,0.0,0.0
2018-01-02 02:00:00,-12.2,69.72,3.85,240.0,0.0,0.0,0.0
2018-01-02 03:00:00,-12.8,73.85,6.2,230.0,0.0,0.0,0.0
2018-01-02 04:00:00,-12.8,73.85,6.2,230.0,0.0,0.0,0.0
2018-01-02 05:00:00,-13.05,73.46,6.45,225.0,0.0,0.0,0.0
2018-01-02 06:00:00,-13.9,73.66,5.7,230.0,0.0,0.0,0.0
2018-01-02 07:00:00,-14.4,76.61,7.7,230.0,0.0,0.0,0.0
2018-01-02 08:00:00,-14.66,77.02,7.3,228.0,0.0,0.0,0.0
2018-01-02 09:00:00,-13.9,73.66,8.2,220.0,15.0,62.5,12.5
2018-01-02 10:00:00,-13.3,77.28,7.7,230.0,88.0,134.5,64.0
2018-01-02 11:00:00,-12.77,73.61,7.9,226.67,208.5,388.0,90.0
2018-01-02 12:00:00,-13.9,69.61,7.7,230.0,290.0,473.0,112.5
2018-01-02 13:00:00,-12.8,66.64,7.7,230.0,386.0,739.5,77.0
2018-01-02 14:00:00,-12.8,66.64,7.95,220.0,394.0,795.5,67.0
2018-01-02 15:00:00,-12.2,63.11,8.2,210.0,352.0,814.5,58.5
2018-01-02 16:00:00,-13.9,59.81,7.7,200.0,247.0,745.5,48.0
2018-01-02 17:00:00,-14.15,56.49,7.7,205.0,116.0,563.5,35.0
2018-01-02 18:00:00,-15.0,56.19,8.2,210.0,8.5,69.5,6.5
2018-01-02 19:00:00,-15.6,59.4,7.2,210.0,0.0,0.0,0.0
2018-01-02 20:00:00,-15.85,57.65,7.2,210.0,0.0,0.0,0.0
2018-01-02 21:00:00,-16.1,55.91,7.7,220.0,0.0,0.0,0.0
2018-01-02 22:00:00,-16.7,55.76,8.8,220.0,0.0,0.0,0.0
2018-01-02 23:00:00,-16.95,57.09,8.25,220.0,0.0,0.0,0.0
2018-01-03 00:00:00,-17.2,58.43,6.7,210.0,0.0,0.0,0.0
2018-01-03 01:00:00,-16.1,58.7,8.2,220.0,0.0,0.0,0.0
2018-01-03 02:00:00,-15.55,58.84,7.45,220.0,0.0,0.0,0.0
2018-01-03 03:00:00,-15.6,62.34,6.2,220.0,0.0,0.0,0.0
2018-01-03 04:00:00,-16.1,65.3,6.2,210.0,0.0,0.0,0.0
2018-01-03 05:00:00,-16.4,67.18,5.95,205.0,0.0,0.0,0.0
2018-01-03 06:00:00,-16.1,65.3,5.7,210.0,0.0,0.0,0.0
2018-01-03 07:00:00,-15.6,62.34,5.7,210.0,0.0,0.0,0.0
2018-01-03 08:00:00,-14.75,62.53,5.4,210.0,0.0,0.0,0.0
2018-01-03 09:00:00,-12.8,60.07,7.7,220.0,21.5,141.5,13.5
2018-01-03 10:00:00,-12.6,69.95,6.53,210.0,123.5,427.0,52.5
2018-01-03 11:00:00,-12.03,68.41,6.2,210.0,183.5,248.0,111.5
2018-01-03 12:00:00,-11.27,70.16,7.03,216.67,264.0,326.0,141.5
2018-01-03 13:00:00,-10.0,67.22,7.2,220.0,272.0,250.0,167.5
2018-01-03 14:00:00,-9.7,66.97,7.2,220.0,239.0,168.0,169.5
2018-01-03 15:00:00,-9.4,73.76,6.7,230.0,275.5,443.0,114.5
2018-01-03 16:00:00,-9.4,73.76,5.95,230.0,161.5,223.5,101.0
2018-01-03 17:00:00,-9.4,75.82,5.95,230.0,68.0,106.0,51.5
2018-01-03 18:00:00,-8.9,74.51,5.1,220.0,5.0,6.0,5.0
2018-01-03 19:00:00,-8.9,77.95,5.7,220.0,0.0,0.0,0.0
2018-01-03 20:00:00,-8.9,77.95,5.4,220.0,0.0,0.0,0.0
2018-01-03 21:00:00,-8.9,82.26,4.6,230.0,0.0,0.0,0.0
2018-01-03 22:00:00,-8.9,82.26,4.1,250.0,0.0,0.0,0.0
2018-01-03 23:00:00,-8.9,82.26,3.6,260.0,0.0,0.0,0.0
2018-01-04 00:00:00,-8.3,73.95,5.1,320.0,0.0,0.0,0.0
2018-01-04 01:00:00,-8.9,74.51,3.1,350.0,0.0,0.0,0.0
2018-01-04 02:00:00,-9.45,65.98,4.4,345.0,0.0,0.0,0.0
2018-01-04 03:00:00,-11.7,63.23,2.6,310.0,0.0,0.0,0.0
2018-01-04 04:00:00,-11.4,66.37,3.1,310.0,0.0,0.0,0.0
2018-01-04 05:00:00,-10.85,66.73,3.35,310.0,0.0,0.0,0.0
2018-01-04 06:00:00,-12.5,69.83,3.85,310.0,0.0,0.0,0.0
2018-01-04 07:00:00,-13.3,69.73,4.1,300.0,0.0,0.0,0.0
2018-01-04 08:00:00,-13.3,69.73,4.1,310.0,0.0,0.0,0.0
2018-01-04 09:00:00,-11.7,57.02,5.7,350.0,13.5,38.5,11.5
2018-01-04 10:00:00,-12.2,59.65,7.7,330.0,96.0,184.0,62.5
2018-01-04 11:00:00,-11.95,59.99,6.7,335.0,185.5,278.0,102.0
2018-01-04 12:00:00,-12.2,59.65,5.7,340.0,263.0,369.0,124.5
2018-01-04 13:00:00,-12.2,59.65,6.7,340.0,362.5,601.5,110.0
2018-01-04 14:00:00,-11.95,55.52,6.7,345.0,376.0,682.5,93.5
2018-01-04 15:00:00,-11.7,46.26,8.2,310.0,356.5,788.0,70.0
2018-01-04 16:00:00,-12.8,48.22,5.7,320.0,210.5,474.0,77.5
2018-01-04 17:00:00,-13.05,49.34,5.95,325.0,76.5,173.5,50.0
2018-01-04 18:00:00,-13.9,53.3,5.1,310.0,7.0,28.5,6.0
2018-01-04 19:00:00,-15.0,56.19,2.6,350.0,0.0,0.0,0.0
2018-01-04 20:00:00,-15.3,56.12,3.6,335.0,0.0,0.0,0.0
2018-01-04 21:00:00,-16.1,52.72,3.6,320.0,0.0,0.0,0.0
2018-01-04 22:00:00,-16.7,53.08,4.1,320.0,0.0,0.0,0.0
2018-01-04 23:00:00,-16.95,54.36,4.1,325.0,0.0,0.0,0.0
2018-01-05 00:00:00,-17.2,52.43,4.6,320.0,0.0,0.0,0.0
2018-01-05 01:00:00,-17.8,55.47,4.1,320.0,0.0,0.0,0.0
2018-01-05 02:00:00,-18.05,56.81,4.1,315.0,0.0,0.0,0.0
2018-01-05 03:00:00,-18.3,55.34,4.6,320.0,0.0,0.0,0.0
2018-01-05 04:00:00,-18.9,58.58,5.1,310.0,0.0,0.0,0.0
2018-01-05 05:00:00,-19.15,60.01,4.6,300.0,0.0,0.0,0.0
2018-01-05 06:00:00,-20.0,65.08,3.6,290.0,0.0,0.0,0.0
2018-01-05 07:00:00,-20.0,68.38,3.6,300.0,0.0,0.0,0.0
2018-01-05 08:00:00,-20.0,68.38,3.6,295.0,0.0,0.0,0.0
2018-01-05 09:00:00,-18.3,64.81,5.7,300.0,15.5,67.0,12.0
2018-01-05 10:00:00,-16.7,55.76,7.7,310.0,89.5,183.0,57.0
2018-01-05 11:00:00,-16.15,53.04,6.7,310.0,215.5,421.5,89.0
2018-01-05 12:00:00,-15.6,45.16,7.2,320.0,329.0,620.0,91.5
2018-01-05 13:00:00,-14.4,42.9,7.7,300.0,384.0,682.0,97.0
2018-01-05 14:00:00,-14.4,42.9,8.25,300.0,341.5,536.0,117.0
2018-01-05 15:00:00,-14.4,40.43,7.2,320.0,315.5,591.0,104.5
2018-01-05 16:00:00,-14.4,40.43,5.7,330.0,229.5,565.5,71.5
2018-01-05 17:00:00,-14.7,40.54,4.65,325.0,89.5,267.5,48.0
2018-01-05 18:00:00,-15.6,45.16,3.6,310.0,8.0,39.5,6.5
2018-01-05 19:00:00,-16.1,47.31,3.1,280.0,0.0,0.0,0.0
2018-01-05 20:00:00,-16.65,49.87,3.1,275.0,0.0,0.0,0.0
2018-01-05 21:00:00,-16.1,52.72,4.1,280.0,0.0,0.0,0.0
2018-01-05 22:00:00,-17.2,58.43,3.6,270.0,0.0,0.0,0.0
2018-01-05 23:00:00,-16.95,58.78,3.1,280.0,0.0,0.0,0.0
2018-01-06 00:00:00,-16.7,59.13,3.6,280.0,0.0,0.0,0.0
2018-01-06 01:00:00,-17.2,61.96,3.6,280.0,0.0,0.0,0.0
2018-01-06 02:00:00,-17.75,65.35,3.35,275.0,0.0,0.0,0.0
2018-01-06 03:00:00,-18.3,72.17,2.6,280.0,0.0,0.0,0.0
2018-01-06 04:00:00,-17.2,68.96,1.5,290.0,0.0,0.0,0.0
2018-01-06 05:00:00,-18.05,70.86,1.8,265.0,0.0,0.0,0.0
2018-01-06 06:00:00,-18.9,76.39,2.1,260.0,0.0,0.0,0.0
2018-01-06 07:00:00,-18.9,80.97,3.1,250.0,0.0,0.0,0.0
2018-01-06 08:00:00,-18.9,80.97,2.85,270.0,0.0,0.0,0.0
2018-01-06 09:00:00,-18.3,80.28,2.6,290.0,15.5,65.0,12.0
2018-01-06 10:00:00,-16.7,73.16,3.1,290.0,91.0,197.5,55.5
2018-01-06 11:00:00,-15.55,66.14,3.35,315.0,225.5,481.0,81.5
2018-01-06 12:00:00,-13.3,45.37,4.1,340.0,325.0,588.5,99.5
2018-01-06 13:00:00,-12.8,45.95,3.6,320.0,382.5,664.5,101.0
2018-01-06 14:00:00,-12.5,42.53,4.65,320.0,352.0,573.5,110.5
2018-01-06 15:00:00,-12.2,41.06,5.7,310.0,332.0,645.0,98.0
2018-01-06 16:00:00,-12.2,41.06,5.1,320.0,251.5,696.5,57.0
2018-01-06 17:00:00,-12.75,42.13,4.1,315.0,105.5,410.0,41.5
2018-01-06 18:00:00,-14.4,47.78,2.1,320.0,10.0,63.0,7.5
2018-01-06 19:00:00,-15.0,47.61,0.0,15.38,0.0,0.0,0.0
2018-01-06 20:00:00,-15.85,53.37,0.0,0.0,0.0,0.0,0.0
2018-01-06 21:00:00,-18.9,65.32,0.0,0.0,0.0,0.0,0.0
2018-01-06 22:00:00,-18.9,65.32,0.0,0.0,0.0,0.0,0.0
2018-01-06 23:00:00,-18.9,66.97,0.0,0.0,0.0,0.0,0.0
2018-01-07 00:00:00,-20.0,76.21,0.0,0.0,0.0,0.0,0.0
2018-01-07 01:00:00,-21.1,76.03,0.0,0.0,0.0,0.0,0.0
2018-01-07 02:00:00,-20.55,74.29,0.0,0.0,0.0,0.0,0.0
2018-01-07 03:00:00,-18.9,76.39,2.1,170.0,0.0,0.0,0.0
2018-01-07 04:00:00,-18.9,80.97,1.5,180.0,0.0,0.0,0.0
2018-01-07 05:00:00,-17.8,79.23,2.05,185.0,0.0,0.0,0.0
2018-01-07 06:00:00,-15.0,73.46,3.1,190.0,0.0,0.0,0.0
2018-01-07 07:00:00,-14.4,69.52,3.6,170.0,0.0,0.0,0.0
2018-01-07 08:00:00,-13.6,69.67,4.65,175.0,0.0,0.0,0.0
2018-01-07 09:00:00,-11.7,66.87,6.2,190.0,12.5,22.0,11.5
2018-01-07 10:00:00,-10.6,60.59,8.8,190.0,81.0,97.5,63.5
2018-01-07 11:00:00,-10.3,60.38,7.75,190.0,148.0,112.5,114.5
2018-01-07 12:00:00,-8.9,57.71,7.7,200.0,266.0,328.0,139.0
2018-01-07 13:00:00,-8.3,60.57,6.2,180.0,253.5,198.0,169.0
2018-01-07 14:00:00,-7.5,56.63,6.45,185.0,339.0,471.0,140.0
2018-01-07 15:00:00,-6.1,52.85,7.2,200.0,221.0,224.0,137.5
2018-01-07 16:00:00,-5.0,50.32,6.7,200.0,123.0,92.5,98.0
2018-01-07 17:00:00,-5.0,50.32,6.7,195.0,64.5,55.0,55.5
2018-01-07 18:00:00,-4.4,52.8,7.7,200.0,6.5,4.5,6.5
2018-01-07 19:00:00,-3.9,55.85,7.2,210.0,0.0,0.0,0.0
2018-01-07 20:00:00,-3.35,54.77,8.0,205.0,0.0,0.0,0.0
2018-01-07 21:00:00,-3.15,78.76,8.5,210.0,0.0,0.0,0.0
2018-01-07 22:00:00,-3.05,68.65,7.5,210.0,0.0,0.0,0.0
2018-01-07 23:00:00,-2.25,64.04,6.2,210.0,0.0,0.0,0.0
2018-01-08 00:00:00,-1.1,62.2,6.7,210.0,0.0,0.0,0.0
2018-01-08 01:00:00,-1.7,68.87,4.1,180.0,0.0,0.0,0.0
2018-01-08 02:00:00,-1.7,74.26,4.22,205.0,0.0,0.0,0.0
2018-01-08 03:00:00,-1.7,87.44,3.72,195.0,0.0,0.0,0.0
2018-01-08 04:00:00,-0.98,91.27,5.1,197.5,0.0,0.0,0.0
2018-01-08 05:00:00,-0.3,93.22,6.3,195.0,0.0,0.0,0.0
2018-01-08 06:00:00,0.45,95.74,8.1,212.5,0.0,0.0,0.0
2018-01-08 07:00:00,1.1,92.35,8.23,226.67,0.0,0.0,0.0
2018-01-08 08:00:00,1.1,92.35,7.7,227.5,0.0,0.0,0.0
2018-01-08 09:00:00,1.1,92.35,7.7,230.0,5.5,0.0,5.5
2018-01-08 10:00:00,1.7,88.46,6.7,240.0,32.5,0.0,32.5
2018-01-08 11:00:00,1.87,86.9,6.2,243.33,119.5,40.5,107.5
2018-01-08 12:00:00,1.7,88.46,8.8,250.0,174.5,64.5,149.5
2018-01-08 13:00:00,2.2,81.23,7.45,245.0,209.0,92.0,170.0
2018-01-08 14:00:00,2.5,79.53,6.7,245.0,187.5,47.5,167.5
2018-01-08 15:00:00,2.8,74.67,6.7,240.0,297.5,532.0,102.0
2018-01-08 16:00:00,2.8,74.67,8.2,230.0,235.5,591.5,66.0
2018-01-08 17:00:00,2.5,74.4,7.7,230.0,105.0,379.0,46.5
2018-01-08 18:00:00,1.7,76.83,8.2,230.0,12.5,90.0,8.5
2018-01-08 19:00:00,1.1,76.93,7.7,240.0,0.0,0.0,0.0
2018-01-08 20:00:00,0.85,78.35,6.95,235.0,0.0,0.0,0.0
2018-01-08 21:00:00,0.0,79.22,6.2,230.0,0.0,0.0,0.0
2018-01-08 22:00:00,-0.6,83.24,6.2,230.0,0.0,0.0,0.0
2018-01-08 23:00:00,-0.6,81.52,5.4,230.0,0.0,0.0,0.0
2018-01-09 00:00:00,-1.7,87.44,4.6,240.0,0.0,0.0,0.0
2018-01-09 01:00:00,-1.7,83.11,4.6,240.0,0.0,0.0,0.0
2018-01-09 02:00:00,-1.95,83.08,4.6,240.0,0.0,0.0,0.0
2018-01-09 03:00:00,-3.3,86.56,3.6,230.0,0.0,0.0,0.0
2018-01-09 04:00:00,-3.9,91.06,3.6,230.0,0.0,0.0,0.0
2018-01-09 05:00:00,-3.33,89.2,3.43,243.33,0.0,0.0,0.0
2018-01-09 06:00:00,-3.3,91.1,3.1,230.0,0.0,0.0,0.0
2018-01-09 07:00:00,-2.8,91.13,3.6,220.0,0.0,0.0,0.0
2018-01-09 08:00:00,-2.4,88.89,3.27,236.67,0.0,0.0,0.0
2018-01-09 09:00:00,-1.7,87.44,2.6,250.0,16.0,60.5,12.5
2018-01-09 10:00:00,-0.85,87.53,2.85,250.0,112.5,293.0,59.0
2018-01-09 11:00:00,0.0,85.35,2.6,265.0,222.5,432.0,94.0
2018-01-09 12:00:00,1.1,80.22,2.1,200.0,385.0,806.0,73.0
2018-01-09 13:00:00,1.27,73.69,2.07,213.33,429.0,829.5,72.5
2018-01-09 14:00:00,2.25,70.91,1.3,230.0,431.5,825.5,80.0
2018-01-09 15:00:00,1.7,73.69,2.1,210.0,382.5,824.0,72.0
2018-01-09 16:00:00,1.7,73.69,2.1,180.0,272.5,740.0,61.5
2018-01-09 17:00:00,1.4,73.42,2.1,180.0,114.0,421.5,46.5
2018-01-09 18:00:00,-0.6,79.8,3.1,170.0,13.0,80.0,9.5
2018-01-09 19:00:00,-0.6,87.53,2.6,150.0,0.0,0.0,0.0
2018-01-09 20:00:00,-0.73,87.53,2.72,157.5,0.0,0.0,0.0
2018-01-09 21:00:00,-0.6,87.53,2.1,150.0,0.0,0.0,0.0
2018-01-09 22:00:00,-0.6,87.53,3.6,160.0,0.0,0.0,0.0
2018-01-09 23:00:00,-0.6,87.53,4.1,160.0,0.0,0.0,0.0
2018-01-10 00:00:00,-0.6,87.53,4.1,160.0,0.0,0.0,0.0
2018-01-10 01:00:00,-1.1,91.24,0.0,153.85,0.0,0.0,0.0
2018-01-10 02:00:00,-1.75,93.16,1.12,113.33,0.0,0.0,0.0
2018-01-10 03:00:00,-2.28,95.88,1.74,88.0,0.0,0.0,0.0
2018-01-10 04:00:00,-2.83,95.88,2.08,90.0,0.0,0.0,0.0
2018-01-10 05:00:00,-2.9,97.94,1.02,103.33,0.0,0.0,0.0
2018-01-10 06:00:00,-3.42,91.1,0.6,90.0,0.0,0.0,0.0
2018-01-10 07:00:00,-3.75,95.05,1.27,116.67,0.0,0.0,0.0
2018-01-10 08:00:00,-2.75,93.11,2.35,145.0,0.0,0.0,0.0
2018-01-10 09:00:00,-1.05,91.24,2.98,160.0,6.5,3.0,6.5
2018-01-10 10:00:00,-0.98,95.94,3.22,137.5,44.5,0.0,44.5
2018-01-10 11:00:00,0.12,97.97,2.9,140.0,110.5,108.5,80.0
2018-01-10 12:00:00,1.1,96.46,2.85,160.0,137.5,46.5,120.0
2018-01-10 13:00:00,1.4,100.0,3.35,170.0,136.0,41.5,118.5
2018-01-10 14:00:00,2.17,100.0,3.6,170.0,210.5,128.0,155.5
2018-01-10 15:00:00,3.25,95.86,3.85,170.0,177.5,172.0,113.5
2018-01-10 16:00:00,4.05,100.0,3.35,167.5,86.5,81.0,63.5
2018-01-10 17:00:00,4.23,98.27,3.43,166.67,51.0,144.0,29.0
2018-01-10 18:00:00,4.7,96.55,3.35,160.0,6.5,21.0,5.5
2018-01-10 19:00:00,5.6,95.91,4.1,160.0,0.0,0.0,0.0
2018-01-10 20:00:00,5.3,95.9,4.35,170.0,0.0,0.0,0.0
2018-01-10 21:00:00,6.1,96.6,5.1,190.0,0.0,0.0,0.0
2018-01-10 22:00:00,6.95,96.62,5.95,180.0,0.0,0.0,0.0
2018-01-10 23:00:00,7.23,96.29,4.47,166.67,0.0,0.0,0.0
2018-01-11 00:00:00,6.7,95.95,4.1,170.0,0.0,0.0,0.0
2018-01-11 01:00:00,6.95,95.95,4.85,180.0,0.0,0.0,0.0
2018-01-11 02:00:00,7.23,94.34,4.93,190.0,0.0,0.0,0.0
2018-01-11 03:00:00,10.0,89.16,7.2,190.0,0.0,0.0,0.0
2018-01-11 04:00:00,10.0,89.16,6.7,190.0,0.0,0.0,0.0
2018-01-11 05:00:00,9.8,91.0,6.03,183.33,0.0,0.0,0.0
2018-01-11 06:00:00,9.15,92.8,4.85,175.0,0.0,0.0,0.0
2018-01-11 07:00:00,9.4,89.72,4.6,180.0,0.0,0.0,0.0
2018-01-11 08:00:00,10.2,89.47,6.0,180.0,0.0,0.0,0.0
2018-01-11 09:00:00,9.4,92.83,5.7,170.0,17.5,72.5,14.0
2018-01-11 10:00:00,10.0,89.16,6.2,170.0,119.0,350.5,51.5
2018-01-11 11:00:00,10.55,87.73,6.45,175.0,250.0,580.0,74.0
2018-01-11 12:00:00,12.25,83.06,7.2,185.0,283.0,400.0,128.0
2018-01-11 13:00:00,13.3,83.68,7.7,180.0,231.5,135.5,173.0
2018-01-11 14:00:00,13.05,85.07,6.95,175.0,122.5,11.5,117.5
2018-01-11 15:00:00,13.3,86.51,6.7,170.0,142.0,80.0,111.5
2018-01-11 16:00:00,12.8,89.39,8.75,170.0,125.0,70.0,103.0
2018-01-11 17:00:00,12.25,91.17,7.45,165.0,48.5,4.5,48.0
2018-01-11 18:00:00,11.7,92.96,7.7,175.0,5.5,6.5,5.0
2018-01-11 19:00:00,11.5,96.73,6.87,173.33,0.0,0.0,0.0
2018-01-11 20:00:00,11.6,96.41,6.37,176.67,0.0,0.0,0.0
2018-01-11 21:00:00,12.8,93.02,7.7,190.0,0.0,0.0,0.0
2018-01-11 22:00:00,12.8,96.13,8.8,200.0,0.0,0.0,0.0
2018-01-11 23:00:00,12.8,94.58,7.75,200.0,0.0,0.0,0.0
2018-01-12 00:00:00,12.2,96.75,4.6,200.0,0.0,0.0,0.0
2018-01-12 01:00:00,12.2,96.75,5.4,200.0,0.0,0.0,0.0
2018-01-12 02:00:00,11.96,98.38,4.6,200.0,0.0,0.0,0.0
2018-01-12 03:00:00,12.03,96.75,3.6,233.33,0.0,0.0,0.0
2018-01-12 04:00:00,11.38,92.92,3.48,275.0,0.0,0.0,0.0
2018-01-12 05:00:00,10.4,92.88,5.52,297.5,0.0,0.0,0.0
2018-01-12 06:00:00,7.25,92.68,6.95,315.0,0.0,0.0,0.0
2018-01-12 07:00:00,5.55,92.58,5.4,320.0,0.0,0.0,0.0
2018-01-12 08:00:00,3.0,92.48,7.42,332.0,0.0,0.0,0.0
2018-01-12 09:00:00,0.42,91.31,7.6,332.5,6.5,2.0,6.5
2018-01-12 10:00:00,-1.4,86.66,9.0,330.0,23.0,0.5,23.0
2018-01-12 11:00:00,-2.53,82.74,8.58,341.67,85.5,24.5,77.5
2018-01-12 12:00:00,-3.57,82.86,7.03,333.33,82.0,12.0,77.5
2018-01-12 13:00:00,-4.07,71.41,7.37,353.33,80.5,1.5,80.0
2018-01-12 14:00:00,-4.7,69.82,7.2,355.0,87.5,1.0,87.0
2018-01-12 15:00:00,-6.1,71.1,9.3,10.0,71.0,0.0,71.0
2018-01-12 16:00:00,-6.1,67.4,7.7,360.0,33.0,0.0,33.0
2018-01-12 17:00:00,-6.4,65.86,8.2,360.0,11.5,0.0,11.5
2018-01-12 18:00:00,-6.7,64.33,8.25,10.0,2.5,0.0,2.5
2018-01-12 19:00:00,-7.1,64.22,10.05,10.0,0.0,0.0,0.0
2018-01-12 20:00:00,-7.5,64.15,9.8,185.0,0.0,0.0,0.0
2018-01-12 21:00:00,-8.15,63.98,10.05,180.0,0.0,0.0,0.0
2018-01-12 22:00:00,-8.3,60.57,8.2,350.0,0.0,0.0,0.0
2018-01-12 23:00:00,-8.6,59.14,8.2,345.0,0.0,0.0,0.0
2018-01-13 00:00:00,-10.0,63.61,8.8,350.0,0.0,0.0,0.0
2018-01-13 01:00:00,-10.6,63.47,7.2,340.0,0.0,0.0,0.0
2018-01-13 02:00:00,-10.6,63.47,6.95,335.0,0.0,0.0,0.0
2018-01-13 03:00:00,-10.6,60.59,8.8,340.0,0.0,0.0,0.0
2018-01-13 04:00:00,-10.6,60.59,6.2,340.0,0.0,0.0,0.0
2018-01-13 05:00:00,-10.85,60.25,6.7,340.0,0.0,0.0,0.0
2018-01-13 06:00:00,-10.6,57.3,6.2,330.0,0.0,0.0,0.0
2018-01-13 07:00:00,-11.1,57.17,6.7,330.0,0.0,0.0,0.0
2018-01-13 08:00:00,-11.4,58.75,6.2,335.0,0.0,0.0,0.0
2018-01-13 09:00:00,-11.1,59.91,4.6,310.0,19.5,96.0,15.0
2018-01-13 10:00:00,-10.0,57.44,5.7,320.0,120.5,356.0,53.5
2018-01-13 11:00:00,-9.15,53.44,6.2,330.0,263.0,629.5,68.0
2018-01-13 12:00:00,-8.3,46.75,7.7,360.0,326.5,565.5,104.5
2018-01-13 13:00:00,-7.2,47.05,6.7,320.0,367.5,558.5,122.5
2018-01-13 14:00:00,-7.75,49.42,5.4,320.0,330.5,413.0,149.5
2018-01-13 15:00:00,-8.3,57.86,3.1,320.0,264.5,312.5,140.5
2018-01-13 16:00:00,-8.3,60.57,2.6,340.0,177.0,220.0,112.5
2018-01-13 17:00:00,-8.3,55.01,3.1,330.0,95.5,199.5,60.0
2018-01-13 18:00:00,-8.9,57.71,2.1,360.0,13.0,48.0,11.5
2018-01-13 19:00:00,-8.9,54.6,3.1,290.0,0.0,0.0,0.0
2018-01-13 20:00:00,-9.45,60.91,2.6,280.0,0.0,0.0,0.0
2018-01-13 21:00:00,-10.6,74.23,2.1,310.0,0.0,0.0,0.0
2018-01-13 22:00:00,-10.6,70.9,0.0,0.0,0.0,0.0,0.0
2018-01-13 23:00:00,-10.85,76.44,0.0,0.0,0.0,0.0,0.0
2018-01-14 00:00:00,-11.7,81.91,0.0,0.0,0.0,0.0,0.0
2018-01-14 01:00:00,-12.2,81.85,0.0,0.0,0.0,0.0,0.0
2018-01-14 02:00:00,-12.5,84.13,0.0,0.0,0.0,0.0,0.0
2018-01-14 03:00:00,-12.2,81.85,0.0,0.77,0.0,0.0,0.0
2018-01-14 04:00:00,-11.1,77.62,0.0,16.92,0.0,0.0,0.0
2018-01-14 05:00:00,-11.4,77.93,0.75,20.0,0.0,0.0,0.0
2018-01-14 06:00:00,-11.7,74.04,0.0,49.23,0.0,0.0,0.0
2018-01-14 07:00:00,-11.7,78.24,0.0,25.38,0.0,0.0,0.0
2018-01-14 08:00:00,-11.4,77.93,0.0,0.0,0.0,0.0,0.0
2018-01-14 09:00:00,-10.0,77.78,0.0,52.31,24.0,140.0,16.0
2018-01-14 10:00:00,-8.9,70.58,2.6,190.0,144.5,513.5,48.0
2018-01-14 11:00:00,-8.35,67.33,3.6,185.0,257.0,593.0,73.5
2018-01-14 12:00:00,-7.8,52.41,4.1,200.0,213.0,238.0,120.5
2018-01-14 13:00:00,-7.2,49.74,4.6,200.0,184.0,61.5,157.0
2018-01-14 14:00:00,-7.2,49.74,4.1,200.0,221.0,84.0,184.0
2018-01-14 15:00:00,-7.2,55.03,3.6,170.0,197.0,95.5,160.0
2018-01-14 16:00:00,-7.8,64.09,3.6,180.0,132.0,60.0,113.0
2018-01-14 17:00:00,-7.8,61.03,3.6,165.0,52.0,1.5,51.5
2018-01-14 18:00:00,-7.8,61.24,5.7,160.0,9.0,33.0,8.5
2018-01-14 19:00:00,-7.8,55.38,4.6,160.0,0.0,0.0,0.0
2018-01-14 20:00:00,-8.05,56.62,4.6,170.0,0.0,0.0,0.0
